id,triplestoreid,inprocedure,label,fromstep,tostep
10875,T2Gli4UR,1,Route from AA OR to AB AND in the Made affirmative procedure,urn:procedure-editor:Step:285,urn:procedure-editor:Step:540
10876,Mr9Zz5Cx,1,Route from AM NOT to AB AND in the Made affirmative procedure,urn:procedure-editor:Step:319,urn:procedure-editor:Step:540
10877,TqL0Yyt2,1,Route from AB AND to AB Decision in the Made affirmative procedure,urn:procedure-editor:Step:540,urn:procedure-editor:Step:293
10878,pV5uRPbw,1,Route from AB Decision to Instrument revoked by another instrument in the Made affirmative procedure,urn:procedure-editor:Step:293,urn:procedure-editor:BusinessStep:230
10879,zIjrcBzi,1,Route from Instrument revoked by another instrument to AM NOT in the Made affirmative procedure,urn:procedure-editor:BusinessStep:230,urn:procedure-editor:Step:319
10880,0xysll7p,1,Route from AD OR to BO OR in the Made affirmative procedure,urn:procedure-editor:Step:291,urn:procedure-editor:Step:3124
10881,d3gJkgf2,1,Route from Instrument made (signed into law) to BR OR in the Made affirmative procedure,urn:procedure-editor:BusinessStep:15,urn:procedure-editor:Step:3133
10882,Lpphw4tT,1,Route from Instrument made (signed into law) to AN AND in the Made affirmative procedure,urn:procedure-editor:BusinessStep:15,urn:procedure-editor:Step:326
10883,MSRxix4Y,1,Route from Instrument made (signed into law) to AM AND in the Made affirmative procedure,urn:procedure-editor:BusinessStep:15,urn:procedure-editor:Step:323
10884,Irt79n2i,1,Route from AN AND to AE Decision in the Made affirmative procedure,urn:procedure-editor:Step:326,urn:procedure-editor:Step:309
10885,Vijqrvta,1,"Route from AE Decision to Statement deposited by the Government, declaring the introduction of one or more criminal offences under Schedule 7 of the European Union (Withdrawal) Act 2018 (House of Lords) in the Made affirmative procedure",urn:procedure-editor:Step:309,urn:procedure-editor:BusinessStep:235
10886,BwvZkFUo,1,"Route from Statement deposited by the Government, declaring the introduction of one or more criminal offences under Schedule 7 of the European Union (Withdrawal) Act 2018 (House of Lords) to AL NOT in the Made affirmative procedure",urn:procedure-editor:BusinessStep:235,urn:procedure-editor:Step:316
10887,LXuNr7xH,1,Route from AL NOT to AN AND in the Made affirmative procedure,urn:procedure-editor:Step:316,urn:procedure-editor:Step:326
10888,Z7noW5hq,1,Route from BR OR to CQ OR in the Made affirmative procedure,urn:procedure-editor:Step:3133,urn:procedure-editor:Step:4750
10889,xnrSjGxo,1,Route from CD AND to AR Decision in the Made affirmative procedure,urn:procedure-editor:Step:369,urn:procedure-editor:Step:498
10890,0sd9Dcjj,1,Route from AR Decision to Laid before the House of Lords (House of Lords) in the Made affirmative procedure,urn:procedure-editor:Step:498,urn:procedure-editor:BusinessStep:12
10891,dOyTDPfY,1,Route from Laid before the House of Lords (House of Lords) to CB NOT in the Made affirmative procedure,urn:procedure-editor:BusinessStep:12,urn:procedure-editor:Step:455
10892,d4uxK3vp,1,Route from CB NOT to CD AND in the Made affirmative procedure,urn:procedure-editor:Step:455,urn:procedure-editor:Step:369
10893,0Qqnj0hs,1,Route from Laid before the House of Lords (House of Lords) to CC NOT in the Made affirmative procedure,urn:procedure-editor:BusinessStep:12,urn:procedure-editor:Step:456
10894,wlhoF9IY,1,Route from CC NOT to AK AND in the Made affirmative procedure,urn:procedure-editor:Step:456,urn:procedure-editor:Step:314
10895,GeH7n9MU,1,Route from AK AND to AL AND in the Made affirmative procedure,urn:procedure-editor:Step:314,urn:procedure-editor:Step:315
10896,qV3JgSBT,1,Route from AL AND to AF Decision in the Made affirmative procedure,urn:procedure-editor:Step:315,urn:procedure-editor:Step:320
10897,VjRCQScK,1,Route from AF Decision to Communication declaring the instrument had come into operation before being laid before Parliament (House of Lords) in the Made affirmative procedure,urn:procedure-editor:Step:320,urn:procedure-editor:BusinessStep:201
10898,FjY6CDqf,1,Route from Communication declaring the instrument had come into operation before being laid before Parliament (House of Lords) to AJ NOT in the Made affirmative procedure,urn:procedure-editor:BusinessStep:201,urn:procedure-editor:Step:308
10899,j2AFdo7I,1,Route from AJ NOT to AL AND in the Made affirmative procedure,urn:procedure-editor:Step:308,urn:procedure-editor:Step:315
10900,QltJdDAD,1,"Route from AM AND to Statement deposited by the Government, declaring the introduction of one or more criminal offences under Schedule 7 of the European Union (Withdrawal) Act 2018 (House of Commons) in the Made affirmative procedure",urn:procedure-editor:Step:323,urn:procedure-editor:BusinessStep:234
10901,0WELg3AZ,1,"Route from Statement deposited by the Government, declaring the introduction of one or more criminal offences under Schedule 7 of the European Union (Withdrawal) Act 2018 (House of Commons) to AK NOT in the Made affirmative procedure",urn:procedure-editor:BusinessStep:234,urn:procedure-editor:Step:311
10902,vUfmoozD,1,Route from AK NOT to AM AND in the Made affirmative procedure,urn:procedure-editor:Step:311,urn:procedure-editor:Step:323
10903,PKVrFFVl,1,Route from BO OR to CR OR in the Made affirmative procedure,urn:procedure-editor:Step:3124,urn:procedure-editor:Step:4751
10904,neFsfeif,1,Route from AO AND to Laid before the House of Commons (House of Commons) in the Made affirmative procedure,urn:procedure-editor:Step:327,urn:procedure-editor:BusinessStep:4
10905,PMVevwfw,1,Route from Laid before the House of Commons (House of Commons) to AP NOT in the Made affirmative procedure,urn:procedure-editor:BusinessStep:4,urn:procedure-editor:Step:405
10906,zqQOK2wR,1,Route from AP NOT to AO AND in the Made affirmative procedure,urn:procedure-editor:Step:405,urn:procedure-editor:Step:327
10907,ukzjn32h,1,Route from Laid before the House of Commons (House of Commons) to AG NOT in the Made affirmative procedure,urn:procedure-editor:BusinessStep:4,urn:procedure-editor:Step:297
10908,yMYJIYXJ,1,Route from AG NOT to AI AND in the Made affirmative procedure,urn:procedure-editor:Step:297,urn:procedure-editor:Step:307
10909,xLPzgh84,1,Route from AI AND to AP AND in the Made affirmative procedure,urn:procedure-editor:Step:307,urn:procedure-editor:Step:299
10910,Zy5xmEms,1,Route from AP AND to Communication declaring the instrument had come into operation before being laid before Parliament (House of Commons) in the Made affirmative procedure,urn:procedure-editor:Step:299,urn:procedure-editor:BusinessStep:200
10911,z7Tq1G1a,1,Route from Communication declaring the instrument had come into operation before being laid before Parliament (House of Commons) to AI NOT in the Made affirmative procedure,urn:procedure-editor:BusinessStep:200,urn:procedure-editor:Step:306
10912,HhfxFssq,1,Route from AI NOT to AP AND in the Made affirmative procedure,urn:procedure-editor:Step:306,urn:procedure-editor:Step:299
10913,MNFUuBty,1,Route from Instrument comes into force as law to AI AND in the Made affirmative procedure,urn:procedure-editor:BusinessStep:9,urn:procedure-editor:Step:307
10914,28n0XQMA,1,Route from Instrument comes into force as law to AK AND in the Made affirmative procedure,urn:procedure-editor:BusinessStep:9,urn:procedure-editor:Step:314
10915,olfvcoFs,1,Route from Laid before the House of Commons (House of Commons) to BR AND in the Made affirmative procedure,urn:procedure-editor:BusinessStep:4,urn:procedure-editor:Step:357
10916,u04TjK9O,1,Route from Laid before the House of Lords (House of Lords) to BR AND in the Made affirmative procedure,urn:procedure-editor:BusinessStep:12,urn:procedure-editor:Step:357
10917,7vVv0Vbo,1,Route from BR AND to MA AW Summation in the Made affirmative procedure,urn:procedure-editor:Step:357,urn:procedure-editor:Step:3804
10918,JBf42sf5,1,Route from MA AC Summation to BS AND in the Made affirmative procedure,urn:procedure-editor:Step:1152,urn:procedure-editor:Step:358
10919,Yl6CT5GU,1,Route from BS AND to CN OR in the Made affirmative procedure,urn:procedure-editor:Step:358,urn:procedure-editor:Step:3801
10920,CBdLnYmO,1,"Route from BT AND to Considered by the Joint Committee on Statutory Instruments (JCSI) (House of Commons, House of Lords) in the Made affirmative procedure",urn:procedure-editor:Step:359,urn:procedure-editor:BusinessStep:8
10921,9Ra4geSy,1,"Route from Considered by the Joint Committee on Statutory Instruments (JCSI) (House of Commons, House of Lords) to BT NOT in the Made affirmative procedure",urn:procedure-editor:BusinessStep:8,urn:procedure-editor:Step:447
10922,C0lN5rm2,1,Route from BT NOT to BT AND in the Made affirmative procedure,urn:procedure-editor:Step:447,urn:procedure-editor:Step:359
10923,4FPLRjqI,1,Route from Laid before the House of Commons (House of Commons) to AQ AND in the Made affirmative procedure,urn:procedure-editor:BusinessStep:4,urn:procedure-editor:Step:329
10924,DYenofL7,1,Route from Laid before the House of Lords (House of Lords) to AS NOT in the Made affirmative procedure,urn:procedure-editor:BusinessStep:12,urn:procedure-editor:Step:408
10925,8sW5pBMN,1,Route from AS NOT to AQ AND in the Made affirmative procedure,urn:procedure-editor:Step:408,urn:procedure-editor:Step:329
10926,c1kCzDU1,1,Route from MA AV Summation to AR AND in the Made affirmative procedure,urn:procedure-editor:Step:3803,urn:procedure-editor:Step:330
10927,76umQ1Nt,1,Route from MA AC Summation to AR AND in the Made affirmative procedure,urn:procedure-editor:Step:1152,urn:procedure-editor:Step:330
10928,vwL63TnA,1,Route from CM OR to AS AND in the Made affirmative procedure,urn:procedure-editor:Step:3800,urn:procedure-editor:Step:331
10929,0GfpuXKV,1,Route from AS AND to Considered by the Select Committee on Statutory Instruments (SCSI) (House of Commons) in the Made affirmative procedure,urn:procedure-editor:Step:331,urn:procedure-editor:BusinessStep:10
10931,V2pYIxN4,1,Route from AR NOT to AS AND in the Made affirmative procedure,urn:procedure-editor:Step:407,urn:procedure-editor:Step:331
10932,I26pKae7,1,Route from Laid before the House of Commons (House of Commons) to AT AND in the Made affirmative procedure,urn:procedure-editor:BusinessStep:4,urn:procedure-editor:Step:332
10933,T16MJtxA,1,Route from MA AC Summation to AT AND in the Made affirmative procedure,urn:procedure-editor:Step:1152,urn:procedure-editor:Step:332
10934,EedQ8jYj,1,Route from AT AND to AU AND in the Made affirmative procedure,urn:procedure-editor:Step:332,urn:procedure-editor:Step:333
10935,TrEv9z8N,1,Route from AU AND to AH Decision in the Made affirmative procedure,urn:procedure-editor:Step:333,urn:procedure-editor:Step:324
10936,1FmOk4tg,1,Route from AH Decision to Considered for English votes for English laws (EVEL) certification (House of Commons) in the Made affirmative procedure,urn:procedure-editor:Step:324,urn:procedure-editor:BusinessStep:34
10937,nva6Cgdz,1,Route from Considered for English votes for English laws (EVEL) certification (House of Commons) to AU NOT in the Made affirmative procedure,urn:procedure-editor:BusinessStep:34,urn:procedure-editor:Step:410
10938,dWlx0c3g,1,Route from AU NOT to AU AND in the Made affirmative procedure,urn:procedure-editor:Step:410,urn:procedure-editor:Step:333
10939,KlmACSQT,1,Route from Laid before the House of Commons (House of Commons) to FI AND in the Made affirmative procedure,urn:procedure-editor:BusinessStep:4,urn:procedure-editor:Step:3476
10940,YYp1dt6h,1,Route from MA AC Summation to FI AND in the Made affirmative procedure,urn:procedure-editor:Step:1152,urn:procedure-editor:Step:3476
10941,Jw9vvwue,1,Route from FI AND to FH AND in the Made affirmative procedure,urn:procedure-editor:Step:3476,urn:procedure-editor:Step:3475
10942,PWd3L1Ak,1,Route from MA AB Summation to FH AND in the Made affirmative procedure,urn:procedure-editor:Step:1151,urn:procedure-editor:Step:3475
10943,rFaVxfiG,1,Route from FH AND to FG AND in the Made affirmative procedure,urn:procedure-editor:Step:3475,urn:procedure-editor:Step:3474
10944,VK1Ufdjx,1,Route from FG AND to ACM AA Summation in the Made affirmative procedure,urn:procedure-editor:Step:3474,urn:procedure-editor:Step:3470
10945,hBEzCNeJ,1,Route from EW NOT to FG AND in the Made affirmative procedure,urn:procedure-editor:Step:3487,urn:procedure-editor:Step:3474
10946,OaxRmeZz,1,Route from CD OR to EW NOT in the Made affirmative procedure,urn:procedure-editor:Step:3482,urn:procedure-editor:Step:3487
10947,oIHHqRYm,1,Route from Instrument rejected (House of Commons) to CD OR in the Made affirmative procedure,urn:procedure-editor:BusinessStep:96,urn:procedure-editor:Step:3482
10948,AcWcqCiP,1,Route from MA AR Summation to CD OR in the Made affirmative procedure,urn:procedure-editor:Step:3301,urn:procedure-editor:Step:3482
10949,Psn3v7Op,1,Route from ACM AB Summation to BA AND in the Made affirmative procedure,urn:procedure-editor:Step:3471,urn:procedure-editor:Step:339
10950,7bsj6Cko,1,Route from MA AB Summation to BA AND in the Made affirmative procedure,urn:procedure-editor:Step:1151,urn:procedure-editor:Step:339
10951,g9wOcogb,1,Route from BA AND to BB AND in the Made affirmative procedure,urn:procedure-editor:Step:339,urn:procedure-editor:Step:340
10952,Oq2OwA5V,1,Route from BB NOT to BB AND in the Made affirmative procedure,urn:procedure-editor:Step:429,urn:procedure-editor:Step:340
10953,2YVhKE4r,1,Route from BV OR to BB NOT in the Made affirmative procedure,urn:procedure-editor:Step:3302,urn:procedure-editor:Step:429
10954,pT1Ze6Oi,1,Route from Instrument rejected (House of Commons) to BV OR in the Made affirmative procedure,urn:procedure-editor:BusinessStep:96,urn:procedure-editor:Step:3302
10955,WC6cM8C4,1,Route from MA AR Summation to BV OR in the Made affirmative procedure,urn:procedure-editor:Step:3301,urn:procedure-editor:Step:3302
10956,7Tqp7Jr0,1,Route from BB AND to BC AND in the Made affirmative procedure,urn:procedure-editor:Step:340,urn:procedure-editor:Step:341
10957,PQ6vB7Ox,1,Route from BC NOT to BC AND in the Made affirmative procedure,urn:procedure-editor:Step:430,urn:procedure-editor:Step:341
10958,kiKfZddv,1,Route from MA AT Summation to BC NOT in the Made affirmative procedure,urn:procedure-editor:Step:3300,urn:procedure-editor:Step:430
10959,Pmx5CC2X,1,Route from BC AND to MA AS Summation in the Made affirmative procedure,urn:procedure-editor:Step:341,urn:procedure-editor:Step:3299
10960,YTKbVtHX,1,Route from MA AS Summation to FM AND in the Made affirmative procedure,urn:procedure-editor:Step:3299,urn:procedure-editor:Step:3480
10961,PUzoeL62,1,Route from MA AS Summation to AL Decision in the Made affirmative procedure,urn:procedure-editor:Step:3299,urn:procedure-editor:Step:492
10962,240UlV8O,1,Route from AL Decision to Chamber debate (House of Commons) in the Made affirmative procedure,urn:procedure-editor:Step:492,urn:procedure-editor:BusinessStep:23
10963,wZqOULcs,1,Route from ACM AC Summation to FM AND in the Made affirmative procedure,urn:procedure-editor:Step:3472,urn:procedure-editor:Step:3480
