id,label,forbusinessstep,depthinprocedure,displaydepth,triplestoreid
942,Select Committee on Statutory Instruments (SCSI) draws the special attention of the House to the instrument on the grounds that it requires elucidation has step depth 4.199999809265137 in the Select Committee on Statutory Instruments (SCSI) procedure,3156,9,4.199999809265137,GaGWN9IP
943,Select Committee on Statutory Instruments (SCSI) draws the special attention of the House to the instrument on the grounds that there is doubt as to whether they are intra vires has step depth 4.199999809265137 in the Select Committee on Statutory Instruments (SCSI) procedure,3157,9,4.199999809265137,W43zg6zZ
944,Select Committee on Statutory Instruments (SCSI) draws the special attention of the House to the instrument on the grounds that there is doubt as to whether they are intra vires has step depth 4.199999809265137 in the Select Committee on Statutory Instruments (SCSI) procedure,3157,9,4.199999809265137,JcY3XYfI
945,Select Committee on Statutory Instruments (SCSI) draws the special attention of the House to the instrument on the grounds that it makes unusual or unexpected use of the enabling power has step depth 4.199999809265137 in the Select Committee on Statutory Instruments (SCSI) procedure,3158,9,4.199999809265137,sjvCP2Ti
946,Select Committee on Statutory Instruments (SCSI) draws the special attention of the House to the instrument on the grounds that it fails to comply with proper legislative practice has step depth 4.199999809265137 in the Select Committee on Statutory Instruments (SCSI) procedure,3159,9,4.199999809265137,eDoziiGa
947,Select Committee on Statutory Instruments (SCSI) draws the special attention of the House to the instrument on other grounds has step depth 4.199999809265137 in the Select Committee on Statutory Instruments (SCSI) procedure,3160,9,4.199999809265137,FKSoq14C
948,Considered by the Select Committee on Statutory Instruments (SCSI) has step depth 4 in the Select Committee on Statutory Instruments (SCSI) procedure,10,9,4,E0h2X0Lg
949,Drawn to the special attention of the House by the Select Committee on Statutory Instruments (SCSI) has step depth 4.099999904632568 in the Select Committee on Statutory Instruments (SCSI) procedure,69,9,4.099999904632568,Cb4fZ3s4
950,Not drawn to the special attention of the House by the Select Committee on Statutory Instruments (SCSI) has step depth 4.099999904632568 in the Select Committee on Statutory Instruments (SCSI) procedure,70,9,4.099999904632568,aFXTwFVP
951,Select Committee on Statutory Instruments (SCSI) draws the special attention of the House to the instrument on the grounds that it is defectively drafted has step depth 4.199999809265137 in the Made affirmative procedure,3155,1,4.199999809265137,gIj9FYbi
952,Select Committee on Statutory Instruments (SCSI) draws the special attention of the House to the instrument on the grounds that it requires elucidation has step depth 4.199999809265137 in the Made affirmative procedure,3156,1,4.199999809265137,JDMgRt2L
953,Select Committee on Statutory Instruments (SCSI) draws the special attention of the House to the instrument on the grounds that there is doubt as to whether they are intra vires has step depth 4.199999809265137 in the Made affirmative procedure,3157,1,4.199999809265137,IoU0JJIY
954,Select Committee on Statutory Instruments (SCSI) draws the special attention of the House to the instrument on the grounds that it makes unusual or unexpected use of the enabling power has step depth 4.199999809265137 in the Made affirmative procedure,3158,1,4.199999809265137,PoqWCDbM
955,Select Committee on Statutory Instruments (SCSI) draws the special attention of the House to the instrument on the grounds that it fails to comply with proper legislative practice has step depth 4.199999809265137 in the Made affirmative procedure,3159,1,4.199999809265137,G5NnqnXB
956,Select Committee on Statutory Instruments (SCSI) draws the special attention of the House to the instrument on other grounds has step depth 4.199999809265137 in the Made affirmative procedure,3160,1,4.199999809265137,fKnMQObG
957,Select Committee on Statutory Instruments (SCSI) draws the special attention of the House to the instrument on the grounds that it is defectively drafted has step depth 4.199999809265137 in the Made negative procedure,3155,4,4.199999809265137,DnKvrqtn
958,Select Committee on Statutory Instruments (SCSI) draws the special attention of the House to the instrument on the grounds that it requires elucidation has step depth 4.199999809265137 in the Made negative procedure,3156,4,4.199999809265137,qROD16qD
959,Select Committee on Statutory Instruments (SCSI) draws the special attention of the House to the instrument on the grounds that there is doubt as to whether they are intra vires has step depth 4.199999809265137 in the Made negative procedure,3157,4,4.199999809265137,UrEQOV1Q
960,Select Committee on Statutory Instruments (SCSI) draws the special attention of the House to the instrument on the grounds that it makes unusual or unexpected use of the enabling power has step depth 4.199999809265137 in the Made negative procedure,3158,4,4.199999809265137,bJxmMOZz
961,Select Committee on Statutory Instruments (SCSI) draws the special attention of the House to the instrument on the grounds that it fails to comply with proper legislative practice has step depth 4.199999809265137 in the Made negative procedure,3159,4,4.199999809265137,P1gFJYOz
962,Select Committee on Statutory Instruments (SCSI) draws the special attention of the House to the instrument on other grounds has step depth 4.199999809265137 in the Made negative procedure,3160,4,4.199999809265137,qXNcpMmp
963,Select Committee on Statutory Instruments (SCSI) draws the special attention of the House to the instrument on the grounds that it is defectively drafted has step depth 4.199999809265137 in the Draft affirmative procedure,3155,3,4.199999809265137,ixCD9aic
964,Select Committee on Statutory Instruments (SCSI) draws the special attention of the House to the instrument on the grounds that it requires elucidation has step depth 4.199999809265137 in the Draft affirmative procedure,3156,3,4.199999809265137,9UA51gS2
965,Select Committee on Statutory Instruments (SCSI) draws the special attention of the House to the instrument on the grounds that there is doubt as to whether they are intra vires has step depth 4.199999809265137 in the Draft affirmative procedure,3157,3,4.199999809265137,Ay8DCOMD
966,Select Committee on Statutory Instruments (SCSI) draws the special attention of the House to the instrument on the grounds that it makes unusual or unexpected use of the enabling power has step depth 4.199999809265137 in the Draft affirmative procedure,3158,3,4.199999809265137,jIh3npHd
967,Select Committee on Statutory Instruments (SCSI) draws the special attention of the House to the instrument on the grounds that it fails to comply with proper legislative practice has step depth 4.199999809265137 in the Draft affirmative procedure,3159,3,4.199999809265137,SXO3ssAN
968,Select Committee on Statutory Instruments (SCSI) draws the special attention of the House to the instrument on other grounds has step depth 4.199999809265137 in the Draft affirmative procedure,3160,3,4.199999809265137,xcRsoKVg
969,Select Committee on Statutory Instruments (SCSI) draws the special attention of the House to the instrument on the grounds that it is defectively drafted has step depth 4.199999809265137 in the Draft negative procedure,3155,5,4.199999809265137,gC2vHARp
970,Select Committee on Statutory Instruments (SCSI) draws the special attention of the House to the instrument on the grounds that it requires elucidation has step depth 4.199999809265137 in the Draft negative procedure,3156,5,4.199999809265137,deAiNVVh
971,Select Committee on Statutory Instruments (SCSI) draws the special attention of the House to the instrument on the grounds that there is doubt as to whether they are intra vires has step depth 4.199999809265137 in the Draft negative procedure,3157,5,4.199999809265137,Ar8uf8lw
972,Select Committee on Statutory Instruments (SCSI) draws the special attention of the House to the instrument on the grounds that it makes unusual or unexpected use of the enabling power has step depth 4.199999809265137 in the Draft negative procedure,3158,5,4.199999809265137,fibKnX1P
973,Select Committee on Statutory Instruments (SCSI) draws the special attention of the House to the instrument on the grounds that it fails to comply with proper legislative practice has step depth 4.199999809265137 in the Draft negative procedure,3159,5,4.199999809265137,wQRs4SGu
974,Select Committee on Statutory Instruments (SCSI) draws the special attention of the House to the instrument on other grounds has step depth 4.199999809265137 in the Draft negative procedure,3160,5,4.199999809265137,clW9Pgc5
975,Further information published by the Secondary Legislation Scrutiny Committee (SLSC) has step depth 5.300000190734863 in the Proposed negative statutory instrument procedure,224,2,5.300000190734863,veiPXPBr
976,Noted by the International Agreements Committee (IAC) has step depth 13.300000190734863 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure,3184,6,13.300000190734863,jVVXEWcx
977,Trade and Agriculture Commission advice to the Secretary of State for Business and Trade laid before the House of Lords has step depth 1.399999976158142 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure,3198,6,1.399999976158142,TNoE42AX
978,Trade and Agriculture Commission advice to the Secretary of State for Business and Trade withdrawn from the House of Lords has step depth 1.409999966621399 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure,3199,6,1.409999966621399,9EmZYrTg
